ZIP_CODE,REGION,County,ResponseId,DistributionChannel,Q1.Intro,Q3.Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45,,,,,,,,,,
95366,CentralCoast,San Joaquin,R_3lMr9Z9TflQPr1g,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Cost,,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Grazing for fuels reduction,Home hardening",,"Watching short videos,Webinars",,"Email,Social media ,Text Message",,,,,,,,,,,,Prefer not to answer,,,,,,,,,,,,
95370,SierraNevada,Tuolumne,R_2dRPmWGelvY2Eq6,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening",,"In-person workshops,Reading factsheets",,Email,,Suburban,,"Not applicable, my property is only used for residential use",,,Over 70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95370,SierraNevada,Tuolumne,R_3QTrT3yOD7U90Pf,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.","Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,,,,Home hardening,,Reading factsheets,,"Email,Website",,,,,,,,Man,,White,,English,,,,,,,,,,,,
95370,SierraNevada,Tuolumne,R_2vZZgMjC7ZnAhZA,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Existing home design constraints,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,,,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,In-person workshops,Watching short videos,Webinars",,"Email,Text Message",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95370,SierraNevada,Tuolumne,R_2YnvK0FjqpHbLic,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Available grants for fuels reduction treatments and how to apply,Home hardening,Post-wildfire recovery",,"Community events or town halls,In-person workshops,Webinars",,"Email,In-person,Text Message",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Woman,,Asian,,English,,"Greater than $150,000 per year",,,,,,,,,,
95370,SierraNevada,Tuolumne,R_2yraf06t2Xrac7M,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling",Cost,,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass,Other (please specify):","dead tree removal, limb pruning",Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Home hardening",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Newspaper,Radio,Social media ,Text Message",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95370,SierraNevada,Tuolumne,R_1N9YCeSH3qE7UWN,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,In-person workshops,Webinars",,"Email,In-person,Text Message,Website",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,Yes,61-70,Man,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95370,SierraNevada,Tuolumne,R_1FRMhgTviSFrZfO,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Permitting,Time",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Worked with neighbors or community group,,Out of pocket,,,,,,"Evacuation planning,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,In-person workshops,Watching short videos",,"Email,Text Message",,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95370,SierraNevada,Tuolumne,R_2uIL5evduzijxDl,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Permitting,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass,Other (please specify):",Replacing woodchip mulch with gravel,Worked with neighbors or community group,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning",,"Community events or town halls,Webinars",,"Email,Website",,,6-10 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,Prefer not to answer,,Prefer not to answer,,"$50,000 - $100,000 per year",,,,,,,,,,
95376,CentralCoast,San Joaquin,R_3G2iZfNhcNILpby,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Permitting",,No,,,,,,,,,,,"Ecosystem restoration,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Field tours to local properties,Reading factsheets,Watching short videos",,"Email,Website",,Rural,6-10 acres,"Livestock/grazing,Wildlife habitat",,No,51-60,Woman,,White,,English,,Prefer not to state,,,,,,,,,,
95376,CentralCoast,San Joaquin,R_0MwjRMi1rKvYJ0Z,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.","Cost,Lack of knowledge, information, or resources,Permitting",,Yes,Weed trimming and/or mowing grass,,Did it myself,,Out of pocket,,,No,,,"Post-wildfire recovery,Reducing health impacts from wildfire smoke",,Webinars,,Social media ,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,Black or African American,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95379,SierraNevada,Tuolumne,R_A1n0cxfptAeMb2V,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,,,"Evacuation planning,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,Community events or town halls,,"Email,Newspaper",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95383,SierraNevada,Tuolumne,R_3kMboqWER6erNTy,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.,Purchased an air filtration system for home to use during wildfire smoke events,Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Lack of knowledge, information, or resources,Permitting,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets,Webinars",,"Email,Mail,Newspaper,Social media ,Website",,Rural,0-5 acres,"Recreation,Wildlife habitat",,No,61-70,Man,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95383,SierraNevada,Tuolumne,R_24cR7kcIhE0xuF0,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Permitting,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Evacuation planning,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,Watching short videos",,Email,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95425,NorthCoast,Sonoma,R_Y4wYmEUATxnaDFT,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Permitting,Time",,Yes,"Burning piles of cut trees and brush,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,"Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95448,NorthCoast,Sonoma,R_2RPvxGtawiUrlg2,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling",Availability of contractors,,Yes,Hand thinning and scattering small trees and brush ,,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process",,Reducing health impacts from wildfire smoke,,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Social media ",,Rural,6-10 acres,"Livestock/grazing,Wildlife habitat",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95461,NorthCoast,Lake,R_3O1Va2dRhPKhAG9,anonymous,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.","Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,Yes,Weed trimming and/or mowing grass,,Did it myself,,,,,Unsure,"Financial assistance,Help navigating the permitting process,Information about prescribed fire benefits",,"Defensible space,Evacuation planning,Post-wildfire recovery",,"Field tours to local properties,Reading factsheets,Watching short videos",,"Mail,Newspaper,Radio",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95461,NorthCoast,Lake,R_2Qh2Dxv5Bpzo6pT,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Labor resources",,"Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,Email,,,,,,,,Man,,White,,English,,,,,,,,,,,,
95464,NorthCoast,Lake,R_1r0v9OC3SM7Pu4c,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Worked with neighbors or community group,,Out of pocket,,,No,,,"Ecosystem restoration,Home hardening,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Watching short videos,Webinars",,Email,,,,,,,,Prefer not to answer,,Prefer not to answer,,English,,,,,,,,,,,,
95465,NorthCoast,Sonoma,R_1OvkR7kKwkwRDwN,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling",Cost,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Targeted grazing,Weed trimming and/or mowing grass",,Hired a contractor,,Grants,"Natural Resource Conservation Service (NRCS),Resource Conservation District (RCD)",,Unsure,"Help navigating the permitting process,Labor resources,Training to learn how to safely conduct a prescribed burn",,,,In-person workshops,,Email,,Rural,6-10 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95467,NorthCoast,Lake,R_2YlwmppkqX8KvsP,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets,Webinars",,"Email,In-person,Mail",,,,,,,,Man,,White,,English,,,,,,,,,,,,
95476,NorthCoast,Sonoma,R_3qEe1oz7nF4Y6dq,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling",,,Yes,Weed trimming and/or mowing grass,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Permitting for fuels mitigation work,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail",,Rural,0-5 acres,"Farming and/or agriculture,Livestock/grazing,Wildlife habitat,Other (please specify)",We are working on a carbon farm certification through our local Fibershed. ,No,61-70,Other (please specify),"There are two of us; one man, one woman, although the survery would not accept both answers.","American Indian or Alaskan Native,Hispanic, Latino/a/x, or other Spanish origin,White",,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95501,NorthCoast,Humboldt,R_XXHJ60ObJ77vVu1,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Permitting",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Post-wildfire recovery",,"Reading factsheets,Watching short videos,Webinars",,"Email,Mail,Website",,Rural,11-20 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95503,NorthCoast,Humboldt,R_1P66anEqOyiTOzV,anonymous,Yes,No,Purchased an air filtration system for home to use during wildfire smoke events,"Cost,Existing home design constraints",,No,,,,,,,,,,,"Defensible space,Evacuation planning,Home hardening",,"Field tours to local properties,In-person workshops,Reading factsheets",,Email,,,,,,,,Man,,White,,English,,,,,,,,,,,,
95514,NorthCoast,Humboldt,R_2c621xgkHjYxm2m,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Existing home design constraints,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos,Webinars",,"Email,Telephone,Text Message",,Suburban,0-5 acres,Wildlife habitat,,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95519,NorthCoast,Humboldt,R_3lyvA4nuX4wAw9Y,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Permitting",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Home hardening",,"In-person workshops,Watching short videos,Webinars",,"Email,Mail,Radio,Social media ",,Rural,11-20 acres,"Not applicable, my property is only used for residential use",,No,51-60,Man,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95521,NorthCoast,Humboldt,R_2e2tqbOVt8mq39J,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Communicating with my landlord or property manager,Lack of knowledge, information, or resources,Permitting",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,,,,"Defensible space,Ecosystem restoration,Evacuation planning",,"Reading factsheets,Watching short videos,Webinars",,"Email,Newspaper,Other (please specify)",Local TV,,,,,,,Man,,White,,English,,,,,,,,,,,,
95525,NorthCoast,Humboldt,R_3EQF2jjXxBWmyt9,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):","Cost,Time,Other (please specify)",My home was already built out of concrete and metal roofing,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Other (please specify):",Soon I will do broadcast burning,Did some myself and hired a contractor,,"Out of pocket,Cost-share agreements",Other (please specify),FLASH,Yes,"Access to equipment,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Webinars",,"Email,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Woman,,"American Indian or Alaskan Native,White",,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95526,NorthCoast,Humboldt,R_4UE6XaYc7NFN43f,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,"Grants,My only cost was personal labor (myself, friends, and family)",Fire Safe Council,,Yes,"Access to equipment,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Reading factsheets,Watching short videos",,"Email,Text Message,Website",,Rural,6-10 acres,"Recreation,Wildlife habitat",,No,Over 70,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95540,NorthCoast,Humboldt,R_2qkHeT2YyMomxW1,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling",Communicating with my landlord or property manager,,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,"Home hardening,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos",,"Newspaper,Social media ,Website",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
95540,NorthCoast,Humboldt,R_3nc39r7mksfQvJ1,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Permitting,Time",,No,,,,,,,,No,,,"Grazing for fuels reduction,Home hardening,Prescribed fire planning and implementation",,"Reading factsheets,Watching short videos",,Email,,,,,,,,Woman,,White,,English,,,,,,,,,,,,
95540,NorthCoast,Humboldt,R_2CjoZd9FAoEspJj,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints,Permitting,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,"Help preparing my property to conduct a prescribed burn,Labor resources,Training to learn how to safely conduct a prescribed burn",,Prescribed fire planning and implementation,,Field tours to local properties,,Email,,,,,,,,Man,,White,,English,,,,,,,,,,,,
95542,NorthCoast,Humboldt,R_SYSrlevQDi7gbkd,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Other (please specify),Home was designed/ built with fire resistance in mind.,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Other (please specify),Did some myself/hired contractor/P.G. & E.,Out of pocket,,,Yes,"Access to equipment,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Defensible space,Ecosystem restoration",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets",,"Email,In-person,Mail,Text Message",,,,,,,,Woman,,White,,English,,,,,,,,,,,,
95547,NorthCoast,Humboldt,R_3qmrz6wqmmswoHr,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Cost,,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing,Weed trimming and/or mowing grass",,Hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening",,,,Email,,Rural,11-20 acres,"Not applicable, my property is only used for residential use",,No,18-30,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95549,NorthCoast,Humboldt,R_1PZT1s5Xsvc34h7,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing",,Other (please specify),myself and others not a contractor,"Cost-share agreements,My only cost was personal labor (myself, friends, and family)",Other (please specify),Humboldt County I think,Yes,Labor resources,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Grazing for fuels reduction,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties",,"Email,In-person,Text Message",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95549,NorthCoast,Humboldt,R_1N8sQ2otKy3etpo,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Targeted grazing,Weed trimming and/or mowing grass",,Other (please specify),Burned with calfire,Cost-share agreements,"CAL FIRE,Natural Resource Conservation Service (NRCS),Resource Conservation District (RCD),USDA Forest Service",,Yes,"Access to equipment,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process",,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,In-person,,Rural,21-100 acres,"Livestock/grazing,Wildlife habitat",,No,61-70,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95552,NorthCoast,Trinity,R_3erCpGoXIXJCh12,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Yes,"Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,,,,,,Man,,White,,English,,,,,,,,,,,,
95552,NorthCoast,Trinity,R_ONG7h1tVKXXm6jL,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,,,"Available grants for fuels reduction treatments and how to apply,Home hardening",,"Community events or town halls,Reading factsheets",,Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
