Progress,Duration (in seconds),Finished,ResponseId,Q1-Intro,Q3-Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q35_8_TEXT,Q14-FNR,Q36,County,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45
100,982,TRUE,R_1pWZAdrD3jGHYj5,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Other (please specify)",Structure-to-structure ignition,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Social media ,Text Message,Website,Other (please specify)",Collaborative Tools,,Yes,,,,,,,,,Man,,White,,English,,
100,624,TRUE,R_2qx5X3rqqAZ7jDM,Yes,No,"No, I have not completed home retrofitting or remodeling",,,No,,,,,,,,Unsure,"Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Evacuation planning",,"Field tours to local properties,In-person workshops,Reading factsheets,Webinars",,Email,,,,90713,Los Angeles,Urban,,"Not applicable, my property is only used for residential use",,,18-30,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,2285,TRUE,R_1pFkTBzYSv3fVvz,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,In-person workshops,Webinars",,"Email,Website",,,,91016,Los Angeles,,,,,,,Woman,,White,,English,,
100,1984,TRUE,R_1NmtjzbgegCEqci,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Post-wildfire recovery",,Webinars,,"Email,Social media ",,,Yes,,,,,,,,,Woman,,White,,English,,
100,538,TRUE,R_3q8LThf4sQqxqNE,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Cost,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,Information about planning and implementation,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Home hardening",,"Community events or town halls,In-person workshops,Watching short videos,Webinars",,"Email,In-person,Website",,,,94663,Alameda,,,,,,,Man,,White,,English,,
100,18705,TRUE,R_3EN2eNKr0AZ4mZz,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,,,,"Ecosystem restoration,Evacuation planning,Prescribed fire planning and implementation",,"Community events or town halls,In-person workshops",,"Email,Text Message,Website,Other (please specify)",,,,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,"Native Hawaiian or other Pacific Islander,White",,English,,"$100,001 - $150,000 per year"
100,1173,TRUE,R_1pA8ReCY8eHDOGI,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Field tours to local properties,In-person workshops,Webinars",,"Email,In-person",,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Man,,White,,English,,"Greater than $150,000 per year"
100,345,TRUE,R_29h9mYdJd8nIV7E,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did it myself,,Out of pocket,,,,,,Reducing health impacts from wildfire smoke,,"Community events or town halls,Field tours to local properties,In-person workshops",,Email,,,,91104,Los Angeles,Rural,21-100 acres,"Not applicable, my property is only used for residential use",,No,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,Prefer not to answer,,Prefer not to state
100,413,TRUE,R_3dYzJwlrEB95K0i,Yes,Yes,,,,,,,,,,,,,,,Reducing health impacts from wildfire smoke,,,,Email,,,No,,,,,,,,,Woman,,White,,English,,
100,523,TRUE,R_pcOKaF1zHWcr8Pv,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Mail,Website",,,,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Man,,White,,English,,"Greater than $150,000 per year"
100,806,TRUE,R_3g1I6lN7B5dooK3,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator)","Cost,Existing home design constraints,Lack of knowledge, information, or resources",,Yes,Weed trimming and/or mowing grass,,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Home hardening,Permitting for fuels mitigation work,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos,Webinars",,"Email,Radio,Website",,,,94598,Contra Costa,,,,,,,Man,,White,,English,,
100,694,TRUE,R_2CPsDibLnuxTeiX,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Lack of knowledge, information, or resources",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,"Access to equipment,Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Home hardening,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos,Webinars",,Email,,,,,,,,,,,,Man,,Prefer not to answer,,English,,
100,1330,TRUE,R_3jebTKYBkGAhh4o,Yes,No,"No, I have not completed home retrofitting or remodeling",Existing home design constraints,,Yes,Removal of medium and large trees through timber harvest,,Hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Post-wildfire recovery,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets,Watching short videos,Webinars",,Email,,,,94549,Contra Costa,,,,,,,Man,,White,,English,,
100,972,TRUE,R_1JRvjGy2PQAYdGz,Yes,No,"Purchased a backup power source (e.g., generator),Retrofitted home with ignition and/or ember resistant materials",Time,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Ecosystem restoration,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Watching short videos,Webinars",,Email,,,,94526,Contra Costa,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,White,,English,,"Greater than $150,000 per year"
100,636,TRUE,R_ahCYjLvKTBkGRDH,Yes,Yes,,,,,,,,,,,,,,,Home hardening,,"Community events or town halls,In-person workshops,Webinars",,Email,,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use,Farming and/or agriculture",,No,61-70,Woman,,White,,English,,Prefer not to state
100,403,TRUE,R_2ZUmIrW4v08s5o8,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Permitting",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,No,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"In-person workshops,Reading factsheets,Webinars",,Email,,,,95321,Tuolumne,Rural,6-10 acres,"Not applicable, my property is only used for residential use",,,61-70,Woman,,"American Indian or Alaskan Native,Hispanic, Latino/a/x, or other Spanish origin",,English,,"$50,000 - $100,000 per year"
100,1178,TRUE,R_3dFFpqe6kklElrE,Yes,No,"No, I have not completed home retrofitting or remodeling",Existing home design constraints,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,,,,"Defensible space,Evacuation planning,Home hardening",,"In-person workshops,Reading factsheets,Watching short videos,Webinars",,"In-person,Website",,,,94598,Contra Costa,,,,,,,Man,,White,,English,,
100,504,TRUE,R_3EalUKCJdMzS4nw,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Existing home design constraints",,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,Out of pocket,,,,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"In-person workshops,Watching short videos,Webinars",,"Email,Website",,,,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use,Recreation,Wildlife habitat",,No,41-50,Woman,,White,,English,,"Greater than $150,000 per year"
100,4314,TRUE,R_3QF3kmCsK4CkZqi,Yes,No,Purchased an air filtration system for home to use during wildfire smoke events,Cost,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"My only cost was personal labor (myself, friends, and family)",,,,,,Defensible space,,,,Website,,,,94583,Contra Costa,Urban,0-5 acres,Recreation,,No,41-50,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,1633,TRUE,R_24N76I2QcSumohb,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"In-person workshops,Watching short videos,Webinars",,"Email,Website",,,,94611,Alameda,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,488,TRUE,R_2P6l13CAi7J2NL0,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,No, I have not completed home retrofitting or remodeling",Time,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,No,,,"Home hardening,Reducing health impacts from wildfire smoke",,"Watching short videos,Webinars",,Website,,,,,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,31-40,Man,,"American Indian or Alaskan Native,White",,English,,"$50,000 - $100,000 per year"
100,971,TRUE,R_3mknHLi5MhiITQQ,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass,Other (please specify):","Rock/gravel breaks--paths, rain gardenhs,",Did some myself and hired a contractor,,Out of pocket,,,,,,"Evacuation planning,Home hardening,Post-wildfire recovery",,"Field tours to local properties,In-person workshops,Webinars",,"Email,Text Message,Website",,,,94803,Contra Costa,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,51-60,Man,,White,,English,,"Greater than $150,000 per year"
100,677,TRUE,R_A73lmfeInKhDJgl,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,No,,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Field tours to local properties,Reading factsheets,Watching short videos",,"Email,Text Message",,,,94547,Contra Costa,,,,,,,Woman,,White,,English,,
100,361,TRUE,R_2UhF9sMBhcHfOeA,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Permitting",,Yes,Hand thinning and scattering small trees and brush ,,Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening,Permitting for fuels mitigation work,Reducing health impacts from wildfire smoke",,"Reading factsheets,Webinars",,"Email,Website",,,,94563,Contra Costa,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,Black or African American,,English,,Prefer not to state
100,745,TRUE,R_cBALlvfVcw1EYdr,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):","Lack of knowledge, information, or resources",,Yes,"Weed trimming and/or mowing grass,Other (please specify):","Tree trimming, woody plant trimming",Other (please specify),Gardener,Out of pocket,,,,,,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,In-person workshops,Reading factsheets,Webinars",,"Email,In-person,Text Message,Website",,,,94566,Alameda,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Woman,,White,,English,,Prefer not to state
100,619,TRUE,R_2qE4210V5uMoIQD,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,No, I have not completed home retrofitting or remodeling","Communicating with my landlord or property manager,Cost,Existing home design constraints,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations,Time",,No,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Website",,,,94610,Alameda,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,Prefer not to state
100,829,TRUE,R_AbroUv6SSd0fasF,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening",,"Community events or town halls,Reading factsheets,Watching short videos",,"Email,Social media ",,,,94611,Alameda,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,"Greater than $150,000 per year"
100,474,TRUE,R_2QxrkwuidyM8myh,Yes,No,Purchased an air filtration system for home to use during wildfire smoke events,Cost,,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Ecosystem restoration,Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Watching short videos,Webinars",,"Email,Website",,,,94706,Alameda,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,31-40,Woman,,Asian,,English,,"$50,000 - $100,000 per year"
100,7864,TRUE,R_1mtnJvgVMzdMIKV,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations",,No,,,,,,,,No,"Help preparing my property to conduct a prescribed burn,Information about planning and implementation",,"Home hardening,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Community events or town halls,In-person workshops,Webinars",,"Email,Text Message",,,,94572,Contra Costa,Rural,0-5 acres,Wildlife habitat,,No,51-60,Woman,,Other (please specify),human,English,,"Less than $50,000 per year"
100,327,TRUE,R_12f1evNXYqWRGx3,Yes,No,"I am considering retrofitting or remodeling, but am unsure of what actions to take.","Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Ecosystem restoration,Post-wildfire recovery,Prescribed fire planning and implementation",,"Reading factsheets,Watching short videos,Webinars",,"Email,Website",,,,93065,Ventura,,,,,,,Man,,White,,English,,
100,837,TRUE,R_1n18pbI9p8Ba5uI,Yes,No,"Purchased a backup power source (e.g., generator)",Cost,,No,,,,,,,,,,,"Evacuation planning,Post-wildfire recovery,Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,Mail,Website",,,,94542,Alameda,,,,,,,Man,,Black or African American,,English,,
100,442,TRUE,R_2U94XWmQKVOr6RW,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",Time,,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,Clarity on relevant laws and liability associated with burning,,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets,Webinars",,Email,,,,94553,Contra Costa,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,Asian,,English,,"$50,000 - $100,000 per year"
100,1304,TRUE,R_cSyBMPN2DlfSGD7,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator)","Cost,Permitting,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass",,Hired a contractor,,Out of pocket,,,No,,,"Available grants for fuels reduction treatments and how to apply,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail",,,,94596,Contra Costa,,,,,,,Man,,Black or African American,,English,,
100,1038,TRUE,R_2dTpNk47iww5Ed9,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):","Availability of contractors,Cost,Existing home design constraints",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Defensible space,Ecosystem restoration,Home hardening",,"Reading factsheets,Watching short videos,Webinars",,Email,,,,92549,Riverside,Rural,21-100 acres,Livestock/grazing,,No,41-50,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,377,TRUE,R_3gXTf2qpTsofw2c,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator)","Cost,Lack of knowledge, information, or resources,Permitting",,No,,,,,,,,No,,,"Ecosystem restoration,Evacuation planning,Reducing health impacts from wildfire smoke",,Watching short videos,,Email,,,,95667,El Dorado,,,,,,,Prefer not to answer,,Prefer not to answer,,"English,Spanish",,
100,3978,TRUE,R_zfnrRScWlVXd8Jj,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Ecosystem restoration,Evacuation planning",,"Community events or town halls,Field tours to local properties,In-person workshops",,"Email,In-person,Telephone,Text Message",,,Yes,,,,,,,,,Man,,White,,English,,
100,717,TRUE,R_1PdSZ8JB00l9aB1,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about prescribed fire benefits,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,Website",,,,95949,Nevada,,,,,,,Woman,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,
100,1709,TRUE,R_1LiXfExIXbSbJP7,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations,Time",,No,,,,,,,,,,,"Defensible space,Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Field tours to local properties,In-person workshops",,"Email,Social media ,Text Message,Website",,,,90746,Los Angeles,,,,,,,Woman,,White,,English,,
100,750,TRUE,R_1QlTnBJVbcyV1uC,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Cost,,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,Out of pocket,,,,,,"Defensible space,Home hardening",,Watching short videos,,"Email,Website",,,,95602,Placer,Rural,6-10 acres,Farming and/or agriculture,,No,Over 70,Woman,,"American Indian or Alaskan Native,Black or African American,White",,English,,"$50,000 - $100,000 per year"
100,1038,TRUE,R_ONeAMkBHhKQC1mp,Yes,No,"Purchased a backup power source (e.g., generator)","Cost,Local and/or Homeowners Association rules and regulations,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Home hardening,Reducing health impacts from wildfire smoke",,,,"Email,Mail,Text Message",,,,95602,Placer,,,,,,,Man,,"Hispanic, Latino/a/x, or other Spanish origin,White",,English,,
100,861,TRUE,R_1OVVh0h5OkWAmAY,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",,,Yes,Hand thinning and scattering small trees and brush ,,Did it myself,,Out of pocket,,,No,,,Reducing health impacts from wildfire smoke,,Community events or town halls,,"Email,Website",,,,95650,Placer,,,,,,,Woman,,White,,English,,
100,1446,TRUE,R_Rlsy0UsJDL5Kzbb,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Existing home design constraints,Local and/or Homeowners Association rules and regulations,Time",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,,,"Ecosystem restoration,Evacuation planning,Home hardening",,"In-person workshops,Reading factsheets,Watching short videos",,Email,,,,95661,Placer,,,,,,,Man,,White,,English,,
100,1185,TRUE,R_1GZzov4EMRJWSRt,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Ecosystem restoration,Grazing for fuels reduction",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail,Social media ,Text Message,Website",,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,568,TRUE,R_Dk1AM2CYgsUr5dv,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ",,,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,,,"Defensible space,Grazing for fuels reduction,Home hardening",,Reading factsheets,,Email,,,,95648,Placer,Suburban,0-5 acres,Wildlife habitat,,,61-70,Woman,,White,,English,,"Greater than $150,000 per year"
100,1702,TRUE,R_3qkbblvyRXUQcnB,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources,Time",,No,,,,,,,,,,,"Defensible space,Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos",,Email,,,,95677,Placer,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,653,TRUE,R_2VpWOWsjVy5GaL8,Yes,No,"Purchased a backup power source (e.g., generator),No, I have not completed home retrofitting or remodeling","Lack of knowledge, information, or resources,Local and/or Homeowners Association rules and regulations,Permitting",,No,,,,,,,,Yes,"Clarity on relevant laws and liability associated with burning,Labor resources",,"Defensible space,Home hardening,Reducing health impacts from wildfire smoke",,"Community events or town halls,Reading factsheets",,Email,,,,95603,Placer,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,Prefer not to answer,,Prefer not to state
100,1093,TRUE,R_2RZY7FFiVzjfM8k,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Post-wildfire recovery,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,Text Message",,,No,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,18-30,Man,,White,,English,,"$100,001 - $150,000 per year"
100,697,TRUE,R_DSPHK0e0Lt2PRBf,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Existing home design constraints",,Yes,"Targeted grazing,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Home hardening,Post-wildfire recovery",,Watching short videos,,"Email,In-person,Social media ,Text Message,Website",,,,,,Rural,21-100 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,Prefer not to answer,,English,,"Less than $50,000 per year"
100,368,TRUE,R_2qDGuXXx507s6mB,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,"Email,In-person,Telephone",,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Prefer not to answer,Prefer not to answer,,Prefer not to answer,,English,,Prefer not to state
100,708,TRUE,R_1NlaD9S0tdqBUbu,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ",Time,,Yes,Weed trimming and/or mowing grass,,Did some myself and hired a contractor,,Out of pocket,,,,,,"Evacuation planning,Home hardening,Reducing health impacts from wildfire smoke",,"In-person workshops,Watching short videos,Webinars",,"Email,Newspaper,Text Message,Website",,,,,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,796,TRUE,R_0GPG1dE9iOKJPPz,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Grazing for fuels reduction,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,In-person,Website",,,Yes,,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,Over 70,Man,,"Hispanic, Latino/a/x, or other Spanish origin",,English,,Prefer not to state
100,524,TRUE,R_1dHq5piTs4XKYyO,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Ecosystem restoration,Prescribed fire planning and implementation",,"Community events or town halls,Reading factsheets,Webinars",,Email,,,Yes,,,,,,,,,Man,,Prefer not to answer,,English,,
